Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Analysis Notes,Certainty
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,scapula,scapula,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible without teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,large equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,innominate bone,pelvis,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,incisor tooth,loose tooth,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,tibia,tibia,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,humerus,humerus,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible without teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,patella,patella,Bos sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,centroquartal bone,tarsal central + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,distal phalanx,phalanx 3,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,ulna,ulna,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,talus,astragalus,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,ulna,ulna,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,talus,astragalus,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,fused metacarpal bones 3 and 4,metacarpus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized artiodactyl (mostly Ovis/Capra/deer),sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ischium,medium-sized artiodactyl (mostly Ovis/Capra/deer),sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,ulna,ulna,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,talus,astragalus,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,cranium,petrous,Bos sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Vulpes,Vulpes,mandible,mandible with teeth,Vulpes sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,middle phalanx,phalanx 2,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,middle phalanx,phalanx 2,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ilium + ischium,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,horn,horn core,Ovis sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,calcaneus,calcaneus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,scapula,scapula,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,scapula,scapula,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,radius bone,radius,large mammal (Bos),All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,calcaneus,calcaneus,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,calcaneus,calcaneus,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,metapodium bone,"metapodial, indeterminate",Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,fused metacarpal bones 3 and 4,metacarpus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,talus,astragalus,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,patella,patella,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,fused metatarsal bones 3 and 4,metatarsus III + IV,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,scapula,scapula,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,cervical vertebra 2,axis,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,femur,femur,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,femur,femur,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,proximal phalanx,phalanx 1,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,cervical vertebra 1,atlas,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,femur,femur,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,tibia,tibia,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,cervical vertebra 1,atlas,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,pelvis,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,ilium + ischium,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,cervical vertebra 2,axis,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,pubis,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,tibia,tibia,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,innominate bone,pelvis,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,innominate bone,pelvis,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,metapodium bone,"metapodial, indeterminate",large-sized artiodactyl,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,talus,astragalus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Bos,Bos,talus,astragalus,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
